p1,p2
F0983/MID2,F0983/MID3
F0983/MID3,F0983/MID4
F0984/MID1,F0984/MID5
F0984/MID1,F0984/MID6
F0984/MID1,F0984/MID3
F0984/MID1,F0984/MID4
F0984/MID1,F0984/MID7
F0984/MID2,F0984/MID3
F0984/MID2,F0984/MID6
F0984/MID2,F0984/MID5
F0984/MID2,F0984/MID4
F0984/MID2,F0984/MID7
F0984/MID3,F0984/MID4
F0984/MID3,F0984/MID7
F0984/MID3,F0984/MID5
F0984/MID3,F0984/MID6
F0984/MID4,F0984/MID7
F0984/MID4,F0984/MID5
F0984/MID4,F0984/MID6
F0984/MID5,F0984/MID7
F0984/MID5,F0984/MID6
F0984/MID6,F0984/MID7
F0985/MID1,F0985/MID4
F0985/MID1,F0985/MID3
F0985/MID2,F0985/MID4
F0985/MID2,F0985/MID3
F0985/MID3,F0985/MID4
F0988/MID1,F0988/MID4
F0988/MID1,F0988/MID5
F0988/MID1,F0988/MID3
F0988/MID1,F0988/MID6
F0988/MID2,F0988/MID5
F0988/MID2,F0988/MID6
F0988/MID2,F0988/MID3
F0988/MID2,F0988/MID4
F0988/MID2,F0988/MID7
F0988/MID3,F0988/MID6
F0988/MID3,F0988/MID5
F0988/MID3,F0988/MID4
F0988/MID4,F0988/MID5
F0988/MID4,F0988/MID6
F0988/MID5,F0988/MID6
F0988/MID8,F0988/MID7
F0988/MID9,F0988/MID6
F0988/MID9,F0988/MID3
F0988/MID9,F0988/MID2
F0988/MID9,F0988/MID7
F0988/MID9,F0988/MID4
F0988/MID9,F0988/MID5
F0993/MID2,F0993/MID4
F0993/MID2,F0993/MID3
F0993/MID5,F0993/MID3
F0993/MID5,F0993/MID4
F0993/MID5,F0993/MID2
F0993/MID6,F0993/MID4
F0994/MID1,F0994/MID2
F0994/MID1,F0994/MID3
F0994/MID1,F0994/MID5
F0994/MID2,F0994/MID3
F0994/MID2,F0994/MID5
F0994/MID3,F0994/MID5
F0994/MID4,F0994/MID3
F0994/MID4,F0994/MID5
F0994/MID4,F0994/MID2
F0997/MID1,F0997/MID2
F0997/MID1,F0997/MID3
F0997/MID2,F0997/MID3
F0997/MID4,F0997/MID2
F0997/MID4,F0997/MID3
F0998/MID1,F0998/MID2
F0998/MID1,F0998/MID3
F0998/MID2,F0998/MID3
F0998/MID4,F0998/MID3
F0998/MID4,F0998/MID2
F0998/MID5,F0998/MID2
F0998/MID5,F0998/MID3
F0998/MID5,F0998/MID1
F0998/MID6,F0998/MID1
F0998/MID6,F0998/MID2
F0998/MID6,F0998/MID3
F1000/MID1,F1000/MID7
F1000/MID1,F1000/MID6
F1000/MID1,F1000/MID3
F1000/MID1,F1000/MID8
F1000/MID1,F1000/MID9
F1000/MID2,F1000/MID6
F1000/MID2,F1000/MID3
F1000/MID3,F1000/MID6
F1000/MID4,F1000/MID3
F1000/MID4,F1000/MID1
F1000/MID4,F1000/MID8
F1000/MID4,F1000/MID7
F1000/MID4,F1000/MID6
F1000/MID4,F1000/MID9
F1000/MID5,F1000/MID3
F1000/MID5,F1000/MID1
F1000/MID5,F1000/MID7
F1000/MID5,F1000/MID8
F1000/MID5,F1000/MID9
F1000/MID6,F1000/MID9
F1000/MID7,F1000/MID8
F1000/MID7,F1000/MID9
