id,prefecture,first_name,second_name,latitude,longitude,altitude,date_terminated
kumamoto__yakatayama-northern-latitude__NONE____1990-10-29,kumamoto,yakatayama-northern-latitude,NONE,32.31,130.735,780.0,1990-10-29
kumamoto__yamae-kana__yamae,kumamoto,yamae-kana,yamae,32.3016666667,130.746666667,218.0,
kumamoto__yamato-kana__yamato,kumamoto,yamato-kana,yamato,32.7116666667,130.958333333,574.0,
kumamoto__yatsushiro-kana__yatsushiro,kumamoto,yatsushiro-kana,yatsushiro,32.4733333333,130.606666667,8.0,
kumamoto__yu-yamakitani-kana__yunomayeyotkotani,kumamoto,yu-yamakitani-kana,yunomayeyotkotani,32.2633333333,131.043333333,665.0,
kyoto__asahara-yama-kana__asaharayama____1981-10-15,kyoto,asahara-yama-kana,asaharayama,35.3333333333,135.388333333,380.0,1981-10-15
kyoto__ayabe-kana__ayabe,kyoto,ayabe-kana,ayabe,35.2933333333,135.258333333,51.0,
kyoto__buddha-saka-kana__huska____1981-10-21,kyoto,buddha-saka-kana,huska,35.3766666667,135.035,410.0,1981-10-21
kyoto__fukuchiyama-kana__fukuchiyama,kyoto,fukuchiyama-kana,fukuchiyama,35.3116666667,135.113333333,17.0,
kyoto__hanagatogawa-tuna-kana__hanasete-gohse____2009-11-20,kyoto,hanagatogawa-tuna-kana,hanasete-gohse,35.1566666667,135.788333333,710.0,2009-11-20
kyoto__honjo-kana__honjo,kyoto,honjo-kana,honjo,35.26,135.395,95.0,
kyoto__interlude-katakana__tizza,kyoto,interlude-katakana,tizza,35.7366666667,135.086666667,42.0,
kyoto__keihoku-kana__keihok,kyoto,keihoku-kana,keihok,35.1816666667,135.661666667,260.0,
kyoto__kyotanabe-kana__kyotanabe,kyoto,kyotanabe-kana,kyotanabe,34.83,135.76,20.0,
kyoto__kyoto-kana__kyotoun,kyoto,kyoto-kana,kyotoun,35.0133333333,135.731666667,40.8,
kyoto__maizuru-kana__my-cran,kyoto,maizuru-kana,my-cran,35.45,135.316666667,2.4,
kyoto__mikake-kana__mitake____2013-05-29,kyoto,mikake-kana,mitake,35.3666666667,135.05,118.0,2013-05-29
kyoto__mineyama-kana__minnayama,kyoto,mineyama-kana,minnayama,35.6183333333,135.071666667,23.0,
kyoto__miyama-kana__miyama,kyoto,miyama-kana,miyama,35.275,135.55,200.0,
kyoto__miyazu-kana__miyazu,kyoto,miyazu-kana,miyazu,35.55,135.235,2.0,
kyoto__mutsuki-kana__mtsuyori,kyoto,mutsuki-kana,mtsuyori,35.3816666667,135.453333333,175.0,
kyoto__myokoyama-kana__mowako-sun____1981-10-14,kyoto,myokoyama-kana,mowako-sun,35.1683333333,135.17,440.0,1981-10-14
kyoto__nagaokakyo-kana__nagaoka-kyow,kyoto,nagaokakyo-kana,nagaoka-kyow,34.93,135.678333333,71.0,
kyoto__sakaura-kana__sakaura,kyoto,sakaura-kana,sakaura,35.4183333333,135.086666667,223.0,
kyoto__sanwa-kana__miwa,kyoto,sanwa-kana,miwa,35.2166666667,135.231666667,105.0,
kyoto__sesame-canna__sesame____1981-11-11,kyoto,sesame-canna,sesame,35.21,135.461666667,260.0,1981-11-11
kyoto__sonobe-kana__sonobe,kyoto,sonobe-kana,sonobe,35.1083333333,135.455,134.0,
kyoto__sugi-kana__shuchi,kyoto,sugi-kana,shuchi,35.1766666667,135.42,150.0,
kyoto__tomoi-kana__chi____1978-11-14,kyoto,tomoi-kana,chi,35.3216666667,135.646666667,250.0,1978-11-14
kyoto__washine-mountain-kana__jubusan____2009-11-20,kyoto,washine-mountain-kana,jubusan,34.8283333333,135.905,607.0,2009-11-20
mie__akina-kana__ago,mie,akina-kana,ago,34.3083333333,136.873333333,31.0,
mie__fujisaka-toge-kana__fujisaka-gohse,mie,fujisaka-toge-kana,fujisaka-gohse,34.3233333333,136.488333333,560.0,
mie__hakusan-kana__hakusan,mie,hakusan-kana,hakusan,34.625,136.321666667,60.0,
mie__hokuto-kana__hokusai,mie,hokuto-kana,hokusai,35.1433333333,136.538333333,125.0,
mie__isobe-kana__isobe____1977-12-19,mie,isobe-kana,isobe,34.3733333333,136.805,3.0,1977-12-19
mie__kameyama-kana__kameyama,mie,kameyama-kana,kameyama,34.87,136.453333333,70.0,
mie__kaoriyama-mountain-kana__casatriyama,mie,kaoriyama-mountain-kana,casatriyama,34.725,136.308333333,810.0,
mie__kina-longa-kana__keinagashima,mie,kina-longa-kana,keinagashima,34.2083333333,136.326666667,3.0,
mie__kumano-kana__kumano____2001-12-17,mie,kumano-kana,kumano,33.8916666667,136.093333333,40.0,2001-12-17
mie__kumano-shika-kana__kumano-atasika,mie,kumano-shika-kana,kumano-atasika,33.9316666667,136.138333333,23.0,
mie__kunimiyama-kana__kunimiyama____1981-11-09,mie,kunimiyama-kana,kunimiyama,34.565,136.156666667,680.0,1981-11-09
mie__kuwana-kana__kwana,mie,kuwana-kana,kwana,35.05,136.693333333,3.0,
mie__matsusaka-kana__matsuzaka____1979-04-01,mie,matsusaka-kana,matsuzaka,34.56,136.536666667,6.0,1979-04-01
mie__mihama-kana__mihama,mie,mihama-kana,mihama,33.8516666667,135.98,130.0,
mie__minami-ise-kana__minamisae,mie,minami-ise-kana,minamisae,34.345,136.681666667,6.0,
mie__miyagawa-kana__miyagawa,mie,miyagawa-kana,miyagawa,34.2783333333,136.208333333,205.0,
mie__mizumo-peak-kana__killararnine____2009-11-02,mie,mizumo-peak-kana,killararnine,34.9983333333,136.458333333,590.0,2009-11-02
mie__nabari-kana__navari,mie,nabari-kana,navari,34.6266666667,136.108333333,226.0,
mie__odai-kana__odai____1978-05-31,mie,odai-kana,odai,34.3916666667,136.408333333,80.0,1978-05-31
mie__omata-kana__obata,mie,omata-kana,obata,34.5283333333,136.665,10.0,
mie__owase-kana__owsese,mie,owase-kana,owsese,34.0,136.193333333,15.3,
mie__porcelain-cana__kayumi,mie,porcelain-cana,kayumi,34.4483333333,136.39,120.0,
mie__toba-kana__toba,mie,toba-kana,toba,34.4816666667,136.825,2.0,
mie__tsuna__NONE,mie,tsuna,NONE,34.7333333333,136.518333333,2.7,
mie__ueno-kana__weno,mie,ueno-kana,weno,34.7616666667,136.141666667,159.2,
mie__yawata-pass-kana__hachimantouge____1984-11-20,mie,yawata-pass-kana,hachimantouge,34.06,136.11,800.0,1984-11-20
mie__yokkaichi-kana__yotsukaichi,mie,yokkaichi-kana,yotsukaichi,34.94,136.58,55.1,
miyagi__brush-f-kana__hippo,miyagi,brush-f-kana,hippo,37.8266666667,140.728333333,305.0,
miyagi__enoshima-kana__enoshima,miyagi,enoshima-kana,enoshima,38.3983333333,141.596666667,40.0,
miyagi__furukawa-kana__furukawa,miyagi,furukawa-kana,furukawa,38.5983333333,140.911666667,28.0,
miyagi__hanayama-kana__hanayama____2001-09-27,miyagi,hanayama-kana,hanayama,38.7733333333,140.866666667,150.0,2001-09-27
miyagi__higashimatsushima-kana__higashi-matsushima,miyagi,higashimatsushima-kana,higashi-matsushima,38.4266666667,141.213333333,4.0,
miyagi__ishinomaki-kana__isinomaki,miyagi,ishinomaki-kana,isinomaki,38.4266666667,141.298333333,42.5,
miyagi__iwanuma-kana__iwanuma,miyagi,iwanuma-kana,iwanuma,38.1066666667,140.876666667,4.0,
miyagi__izumigake-mountain-kana__izumigadake,miyagi,izumigake-mountain-kana,izumigadake,38.4066666667,140.721666667,630.0,
miyagi__kami-kana__kami,miyagi,kami-kana,kami,38.5716666667,140.726666667,195.0,
miyagi__kashimadai-kana__kashima-dai,miyagi,kashimadai-kana,kashima-dai,38.46,141.091666667,3.0,
miyagi__kawasaki-kana__kawasaki____2005-10-26,miyagi,kawasaki-kana,kawasaki,38.1783333333,140.635,200.0,2005-10-26
miyagi__kawatari-kana__kawatabi,miyagi,kawatari-kana,kawatabi,38.7433333333,140.76,170.0,
miyagi__kesennuma-kana__kesenuma,miyagi,kesennuma-kana,kesenuma,38.9066666667,141.556666667,62.0,
miyagi__komanoyu-kana__commonoyu,miyagi,komanoyu-kana,commonoyu,38.9133333333,140.828333333,525.0,
miyagi__kurikoma-fukayama-kana__kurikomafukayama____2008-10-22,miyagi,kurikoma-fukayama-kana,kurikomafukayama,38.8633333333,140.843333333,550.0,2008-10-22
miyagi__kurikoma-kana__krikoma____1997-04-28,miyagi,kurikoma-kana,krikoma,38.94,140.816666667,850.0,1997-04-28
miyagi__kurikomayama-kana__krikomayama____1979-10-30,miyagi,kurikomayama-kana,krikomayama,38.945,140.803333333,1100.0,1979-10-30
miyagi__marumori-kana__marmori,miyagi,marumori-kana,marmori,37.9316666667,140.778333333,18.0,
miyagi__minowa-yama-kana__minotawayama____2005-10-12,miyagi,minowa-yama-kana,minotawayama,38.6633333333,140.64,680.0,2005-10-12
miyagi__missing-mountain-kana__hiboyama____2009-11-02,miyagi,missing-mountain-kana,hiboyama,38.0716666667,140.501666667,1050.0,2009-11-02
miyagi__momoi-kana__mono,miyagi,momoi-kana,mono,38.56,141.245,5.0,
miyagi__natori-katakana__natri,miyagi,natori-katakana,natri,38.1383333333,140.916666667,2.0,
miyagi__ogatsu-katakana__ogatsu,miyagi,ogatsu-katakana,ogatsu,38.5216666667,141.47,5.0,
miyagi__okari-kana__oohira,miyagi,okari-kana,oohira,38.4733333333,140.888333333,57.0,
miyagi__onagawa-kana__onagawa,miyagi,onagawa-kana,onagawa,38.4533333333,141.44,35.0,
miyagi__sendai-kana__sendai,miyagi,sendai-kana,sendai,38.2616666667,140.896666667,38.9,
miyagi__shinkawa-kana__nikkawa,miyagi,shinkawa-kana,nikkawa,38.3033333333,140.636666667,265.0,
miyagi__shiogama-kana__shioogama,miyagi,shiogama-kana,shioogama,38.3383333333,141.013333333,105.0,
miyagi__shiroishi-kana__shiroishi,miyagi,shiroishi-kana,shiroishi,38.015,140.611666667,86.0,
miyagi__shizugawa-kana__shizugawa,miyagi,shizugawa-kana,shizugawa,38.6816666667,141.448333333,39.0,
miyagi__takasumiyama-kana__takanosuyama____1996-10-25,miyagi,takasumiyama-kana,takanosuyama,38.2633333333,140.591666667,705.0,1996-10-25
miyagi__takizawa-kana__uguisawa,miyagi,takizawa-kana,uguisawa,38.805,140.948333333,33.0,
miyagi__tsukiji-kana__tokidaki,miyagi,tsukiji-kana,tokidaki,38.735,141.005,25.0,
miyagi__watari-kana__ravati,miyagi,watari-kana,ravati,38.025,140.858333333,4.0,
miyagi__yoneyama-kana__yonayama,miyagi,yoneyama-kana,yonayama,38.6266666667,141.188333333,5.0,
miyagi__zao-kana__zawo,miyagi,zao-kana,zawo,38.1266666667,140.68,112.0,
miyazaki__akae-kana__acae,miyazaki,akae-kana,acae,31.8766666667,131.448333333,6.0,
miyazaki__established-kana__mitate____2010-02-18,miyazaki,established-kana,mitate,32.7833333333,131.448333333,530.0,2010-02-18
miyazaki__fukase-kana__lukasse,miyazaki,fukase-kana,lukasse,31.6366666667,131.25,130.0,
miyazaki__furue-kana__fleece,miyazaki,furue-kana,fleece,32.7116666667,131.82,14.0,
miyazaki__hinakage-kana__hinokagase,miyazaki,hinakage-kana,hinokagase,32.6816666667,131.406666667,262.0,
miyazaki__hinata-kana__hyuga,miyazaki,hinata-kana,hyuga,32.4083333333,131.6,20.0,
miyazaki__inohara-kana__inohara____1978-11-19,miyazaki,inohara-kana,inohara,32.4166666667,131.368333333,520.0,1978-11-19
miyazaki__kai-nakao-kana__onaco____1987-02-13,miyazaki,kai-nakao-kana,onaco,32.565,131.35,380.0,1987-02-13
miyazaki__karuizukayama-kana__vanitsukayama____2009-11-20,miyazaki,karuizukayama-kana,vanitsukayama,31.7683333333,131.266666667,1082.0,2009-11-20
miyazaki__kataku-kana__kakuto,miyazaki,kataku-kana,kakuto,32.0466666667,130.81,228.0,
miyazaki__kirishima-oikekei__kirishima____2009-11-20,miyazaki,kirishima-oikekei,kirishima,31.8516666667,130.948333333,500.0,2009-11-20
miyazaki__kobayashi-kana__kobayashi,miyazaki,kobayashi-kana,kobayashi,32.0,130.953333333,276.0,
miyazaki__kunitomi-katakana__kunitomi,miyazaki,kunitomi-katakana,kunitomi,32.0066666667,131.296666667,66.0,
miyazaki__kuraoka-kana__klaoka,miyazaki,kuraoka-kana,klaoka,32.6433333333,131.156666667,590.0,
miyazaki__kushima-kana__kushima,miyazaki,kushima-kana,kushima,31.465,131.22,20.0,
miyazaki__miyakonochi-kana__tuno,miyazaki,miyakonochi-kana,tuno,32.2833333333,131.541666667,61.0,
miyazaki__miyakonojo-kana__miyako-noodle,miyazaki,miyakonojo-kana,miyako-noodle,31.73,131.081666667,153.8,
miyazaki__miyazaki-kana__miyazaki,miyazaki,miyazaki-kana,miyazaki,31.9383333333,131.413333333,9.2,
miyazaki__mutsuka-kana__morotuka,miyazaki,mutsuka-kana,morotuka,32.5166666667,131.335,150.0,
miyazaki__nakagaya-kana__nakagoya____2010-02-16,miyazaki,nakagaya-kana,nakagoya,32.565,131.396666667,820.0,2010-02-16
miyazaki__nishi-ryori-kana__nishimera,miyazaki,nishi-ryori-kana,nishimera,32.2416666667,131.151666667,258.0,
miyazaki__nobeoka-kana__noveoka,miyazaki,nobeoka-kana,noveoka,32.5816666667,131.656666667,19.2,
miyazaki__nojiri-kana__nojiri,miyazaki,nojiri-kana,nojiri,31.9566666667,131.156666667,182.0,
miyazaki__northern-kana__kitakatta,miyazaki,northern-kana,kitakatta,32.5616666667,131.525,30.0,
miyazaki__oshimitsu-kana__aburu,miyazaki,oshimitsu-kana,aburu,31.5783333333,131.406666667,2.9,
miyazaki__qingdao-kana__aoshima____2017-02-16,miyazaki,qingdao-kana,aoshima,31.8033333333,131.46,8.0,2017-02-16
miyazaki__saito-kana__site,miyazaki,saito-kana,site,32.0633333333,131.413333333,8.0,
miyazaki__shiiba-kana__ciba,miyazaki,shiiba-kana,ciba,32.475,131.103333333,517.0,
miyazaki__shinmun-kana__mikado,miyazaki,shinmun-kana,mikado,32.385,131.331666667,250.0,
miyazaki__shrimp-kana__ebino,miyazaki,shrimp-kana,ebino,31.945,130.84,1150.0,
miyazaki__takachiho-kana__takachiho,miyazaki,takachiho-kana,takachiho,32.7116666667,131.29,350.0,
miyazaki__takahara-kana__takaharu____2013-12-25,miyazaki,takahara-kana,takaharu,31.9283333333,131.006666667,211.0,2013-12-25
miyazaki__takanabe-kana__takanabe,miyazaki,takanabe-kana,takanabe,32.0,131.475,57.0,
miyazaki__tano-kana__tano,miyazaki,tano-kana,tano,31.8433333333,131.308333333,134.0,
miyazaki__upper-shiiba-kana__kamishiba____2011-12-20,miyazaki,upper-shiiba-kana,kamishiba,32.465,131.156666667,420.0,2011-12-20
miyazaki__yagitake-mountain__yabitsudake____1987-02-13,miyazaki,yagitake-mountain,yabitsudake,32.3133333333,131.395,964.0,1987-02-13
miyazaki__yamada-kana__yamada____2013-12-25,miyazaki,yamada-kana,yamada,31.8133333333,131.038333333,165.0,2013-12-25
nagano__anan-kana__annan,nagano,anan-kana,annan,35.3133333333,137.811666667,610.0,
nagano__enayama-kana__enashan____1981-10-21,nagano,enayama-kana,enashan,35.4283333333,137.62,1602.0,1981-10-21
nagano__hakuba-kana__hakuba,nagano,hakuba-kana,hakuba,36.6983333333,137.861666667,703.0,
nagano__haramura-kana__hamrira,nagano,haramura-kana,hamrira,35.97,138.22,1017.0,
nagano__higashinagi-kana__tomi,nagano,higashinagi-kana,tomi,36.3833333333,138.383333333,958.0,
nagano__high-border-carta__takabotch____2009-05-20,nagano,high-border-carta,takabotch,36.15,138.043333333,1670.0,2009-05-20
nagano__hotaka-kana__hotaka,nagano,hotaka-kana,hotaka,36.3433333333,137.881666667,540.0,
nagano__iida-kana__ida,nagano,iida-kana,ida,35.5233333333,137.821666667,516.4,
nagano__iijima-kana__igima,nagano,iijima-kana,igima,35.6533333333,137.898333333,728.0,
nagano__iiyama-kana__iiyama,nagano,iiyama-kana,iiyama,36.875,138.375,313.0,
nagano__ina-kana__ina,nagano,ina-kana,ina,35.825,137.955,633.0,
nagano__kagamiya-kana__kakuyu,nagano,kagamiya-kana,kakuyu,36.3016666667,138.136666667,721.0,
nagano__kaida-kogen-kana__kaida-kougen,nagano,kaida-kogen-kana,kaida-kougen,35.9383333333,137.601666667,1130.0,
nagano__kamikochi-kana__kamikouchi,nagano,kamikochi-kana,kamikouchi,36.2483333333,137.633333333,1510.0,
nagano__karuizawa-kana__caluzawa,nagano,karuizawa-kana,caluzawa,36.3416666667,138.546666667,999.1,
nagano__kasadake-kana__northern-kasadake,nagano,kasadake-kana,northern-kasadake,36.6666666667,138.456666667,1490.0,
nagano__kiso-fukushima-kana__kisofukushima,nagano,kiso-fukushima-kana,kisofukushima,35.84,137.688333333,750.0,
nagano__kiso-sheila-kana__kiso-hirasawa,nagano,kiso-sheila-kana,kiso-hirasawa,35.9833333333,137.835,900.0,
nagano__kitagaiki-kana__kita-aiki,nagano,kitagaiki-kana,kita-aiki,36.0716666667,138.611666667,1185.0,
nagano__kotani-kota__otari,nagano,kotani-kota,otari,36.8216666667,137.93,550.0,
nagano__matsumine-kana__matsumine____1981-10-01,nagano,matsumine-kana,matsumine,35.74,138.118333333,1920.0,1981-10-01
nagano__matsumoto-imai-kana__matsumoto-imai,nagano,matsumoto-imai-kana,matsumoto-imai,36.1666666667,137.921666667,658.0,
nagano__matsumoto-kana__matsumo,nagano,matsumoto-kana,matsumo,36.2466666667,137.97,610.0,
nagano__minami-shinano-kana__minamishinano,nagano,minami-shinano-kana,minamishinano,35.3216666667,137.931666667,407.0,
nagano__minamitsutani-kana__minamiotari____1983-10-13,nagano,minamitsutani-kana,minamiotari,36.8,137.905,467.0,1983-10-13
nagano__miyata-kana__miyada____2007-11-05,nagano,miyata-kana,miyada,35.7516666667,137.911666667,717.0,2007-11-05
nagano__miyata-takahara-kana__miyata-cowgen,nagano,miyata-takahara-kana,miyata-cowgen,35.7733333333,137.885,1660.0,
nagano__mr-okasakayama__neukasayama____2003-10-06,nagano,mr-okasakayama,neukasayama,35.89,138.155,1795.0,2003-10-06
nagano__mt-mt-yanaka__NONE____2009-05-20,nagano,mt-mt-yanaka,NONE,36.3883333333,137.738333333,1840.0,2009-05-20
nagano__mt-ontaki__ontakesan,nagano,mt-ontaki,ontakesan,35.8716666667,137.503333333,2195.0,
nagano__mt-rikkogiyama__sriko-giyama____2010-05-01,nagano,mt-rikkogiyama,sriko-giyama,35.5933333333,137.733333333,1700.0,2010-05-01
nagano__mt-shikaneyama__amika-keiyama____2007-03-28,nagano,mt-shikaneyama,amika-keiyama,35.4483333333,137.696666667,1120.0,2007-03-28
nagano__nagano-kana__nagano,nagano,nagano-kana,nagano,36.6616666667,138.191666667,418.2,
nagano__nagawa-kana__nagawa,nagano,nagawa-kana,nagawa,36.0883333333,137.683333333,1068.0,
nagano__nagiso-kana__nagiso,nagano,nagiso-kana,nagiso,35.61,137.62,560.0,
nagano__nani-kana__namiai,nagano,nani-kana,namiai,35.3733333333,137.691666667,940.0,
nagano__nobeyama-kana__noveyama,nagano,nobeyama-kana,noveyama,35.9483333333,138.471666667,1350.0,
nagano__nozawaonsen-kana__nozawa-onsen,nagano,nozawaonsen-kana,nozawa-onsen,36.9116666667,138.441666667,576.0,
nagano__oka-kana__oshica,nagano,oka-kana,oshica,35.5566666667,138.04,718.0,
nagano__omachi-kana__oomachi,nagano,omachi-kana,oomachi,36.5233333333,137.831666667,784.0,
nagano__onitsuri-kana__kinasa,nagano,onitsuri-kana,kinasa,36.6883333333,137.965,778.0,
nagano__otaki-daisuke-kana__otakuoumata____2015-10-30,nagano,otaki-daisuke-kana,otakuoumata,35.8266666667,137.551666667,1035.0,2015-10-30
nagano__rika-kana__tateshina,nagano,rika-kana,tateshina,36.2716666667,138.313333333,715.0,
nagano__sakigakara-kana__heizarikougen,nagano,sakigakara-kana,heizarikougen,36.4866666667,138.068333333,985.0,
nagano__saku-kana__saku,nagano,saku-kana,saku,36.2466666667,138.476666667,683.0,
nagano__sasayama-kana__sasayama____1982-11-09,nagano,sasayama-kana,sasayama,35.6083333333,138.085,1732.0,1982-11-09
nagano__shigemiyama-kana__moraisan____1982-11-05,nagano,shigemiyama-kana,moraisan,36.1083333333,138.533333333,1450.0,1982-11-05
nagano__shinano-cho-kana__shinano-macchi,nagano,shinano-cho-kana,shinano-macchi,36.8083333333,138.196666667,685.0,
nagano__shinshin-new-town-kana__shinchuu-shinmachi,nagano,shinshin-new-town-kana,shinchuu-shinmachi,36.5483333333,137.996666667,509.0,
nagano__shirakabako-lake-kana__shirakabako,nagano,shirakabako-lake-kana,shirakabako,36.105,138.228333333,1440.0,
nagano__shiroyama-mountain__azumayan____1978-10-13,nagano,shiroyama-mountain,azumayan,36.4183333333,138.055,1387.0,1978-10-13
nagano__sugadaira-kana__sugadeira,nagano,sugadaira-kana,sugadeira,36.5316666667,138.325,1253.0,
nagano__sugisima-kana__sugishima,nagano,sugisima-kana,sugishima,35.7266666667,138.093333333,905.0,
nagano__suhara-kana__suhara,nagano,suhara-kana,suhara,35.6983333333,137.691666667,535.0,
nagano__suwa-kana__swawa,nagano,suwa-kana,swawa,36.045,138.108333333,760.1,
nagano__takashi-kana__takato____1993-02-04,nagano,takashi-kana,takato,35.8383333333,138.056666667,780.0,1993-02-04
nagano__takatoshi-kana__takato,nagano,takatoshi-kana,takato,35.9533333333,138.108333333,1075.0,
nagano__tatsuno-kana__tatsuno,nagano,tatsuno-kana,tatsuno,35.9816666667,137.983333333,729.0,
nagano__tsukishigeko-kana__jiq-kongutgege____2003-10-06,nagano,tsukishigeko-kana,jiq-kongutgege,36.1083333333,138.645,1370.0,2003-10-06
nagano__ueda-kana__ueda,nagano,ueda-kana,ueda,36.4,138.265,502.0,
nagano__uegusu-katakana__ugs____1978-10-16,nagano,uegusu-katakana,ugs,35.2633333333,137.83,265.0,1978-10-16
nagano__yatsugatake-kana__yatsugatake____2003-10-06,nagano,yatsugatake-kana,yatsugatake,36.0266666667,138.311666667,1830.0,2003-10-06
nagasaki__arikawa-kana__arica,nagasaki,arikawa-kana,arica,32.9816666667,129.118333333,11.0,
nagasaki__arikawa-kana__arica____1977-02-23,nagasaki,arikawa-kana,arica,32.9816666667,129.118333333,11.0,1977-02-23
nagasaki__ashi-kana__ashibe,nagasaki,ashi-kana,ashibe,33.8,129.721666667,97.0,
nagasaki__fukae-kana__fucae____2002-11-26,nagasaki,fukae-kana,fucae,32.7266666667,130.315,200.0,2002-11-26
nagasaki__fukue-kana__fu-ku,nagasaki,fukue-kana,fu-ku,32.6933333333,128.826666667,25.1,
nagasaki__gosaiyogen-dake-kana__goshiharadake____2009-11-20,nagasaki,gosaiyogen-dake-kana,goshiharadake,32.9416666667,130.076666667,776.0,2009-11-20
nagasaki__hakuhana-flower-cana__hiakkadai____1998-02-28,nagasaki,hakuhana-flower-cana,hiakkadai,32.82,130.291666667,210.0,1998-02-28
nagasaki__hirado-kana__hirado,nagasaki,hirado-kana,hirado,33.36,129.55,57.8,
nagasaki__isahaya-kana__isa-haya,nagasaki,isahaya-kana,isa-haya,32.8433333333,130.025,15.0,
nagasaki__ishida-kana__ishida,nagasaki,ishida-kana,ishida,33.7483333333,129.785,12.0,
nagasaki__ishihara-kana__izuhara,nagasaki,ishihara-kana,izuhara,34.1966666667,129.291666667,3.7,
nagasaki__kamiotsuzuka__kamiootsu,nagasaki,kamiotsuzuka,kamiootsu,32.665,128.831666667,77.0,
nagasaki__kamonotsu-kana__kuchinotsu,nagasaki,kamonotsu-kana,kuchinotsu,32.6116666667,130.193333333,13.0,
nagasaki__kodaiga-kana__otica,nagasaki,kodaiga-kana,otica,33.19,129.0,8.0,
nagasaki__kunimiyama-kana__kunimiyama____2009-11-20,nagasaki,kunimiyama-kana,kunimiyama,33.235,129.813333333,769.0,2009-11-20
nagasaki__mashigashima-kana__kashiragashima,nagasaki,mashigashima-kana,kashiragashima,33.0133333333,129.191666667,80.0,
nagasaki__matsuura-kana__matsuura,nagasaki,matsuura-kana,matsuura,33.3416666667,129.711666667,14.0,
nagasaki__mizushima-kana__mitsushima,nagasaki,mizushima-kana,mitsushima,34.285,129.33,63.0,
nagasaki__mt-fugendake-kana__fugenidake____2002-11-26,nagasaki,mt-fugendake-kana,fugenidake,32.75,130.285,1100.0,2002-11-26
nagasaki__muroura-kana__waniura,nagasaki,muroura-kana,waniura,34.6983333333,129.445,63.0,
nagasaki__nagasaki-kana__nagasaki,nagasaki,nagasaki-kana,nagasaki,32.7333333333,129.866666667,26.9,
nagasaki__nagaura-mountain-kana__nagaradake,nagasaki,nagaura-mountain-kana,nagaradake,32.9083333333,129.738333333,510.0,
nagasaki__nomasaki-kana__nomozaki,nagasaki,nomasaki-kana,nomozaki,32.5783333333,129.74,190.0,
nagasaki__omura-kana__oomura,nagasaki,omura-kana,oomura,32.9166666667,129.913333333,3.0,
nagasaki__ose-seto-kana__ooseto,nagasaki,ose-seto-kana,ooseto,32.9483333333,129.631666667,43.0,
nagasaki__sasebo-kana__sasebo,nagasaki,sasebo-kana,sasebo,33.0,129.726666667,3.9,
nagasaki__sasuna-kana__sasuna____1995-08-02,nagasaki,sasuna-kana,sasuna,34.64,129.4,5.0,1995-08-02
nagasaki__shimabara-kana__shimabara,nagasaki,shimabara-kana,shimabara,32.76,130.361666667,14.0,
nagasaki__tsunengishi-kana__chijiwa____1998-02-28,nagasaki,tsunengishi-kana,chijiwa,32.7866666667,130.198333333,20.0,1998-02-28
nagasaki__unzenaki-kana__unga-dake,nagasaki,unzenaki-kana,unga-dake,32.7366666667,130.261666667,677.5,
nara__arakinake-kana__kojin-dake____1980-12-02,nara,arakinake-kana,kojin-dake,34.1566666667,135.656666667,1242.0,1980-12-02
nara__daewoo-kana__oeda,nara,daewoo-kana,oeda,34.4883333333,135.931666667,349.0,
nara__fengaya-kana__kaseya,nara,fengaya-kana,kaseya,34.045,135.786666667,301.0,
nara__gojo-kana__goji,nara,gojo-kana,goji,34.38,135.73,190.0,
nara__hidakudakana__hidegatake____2009-11-20,nara,hidakudakana,hidegatake,34.185,136.108333333,1695.0,2009-11-20
nara__kamikitayama-kana__kamikitayama,nara,kamikitayama-kana,kamikitayama,34.0,136.0,334.0,
nara__katsuragi-katakana__katsuragi,nara,katsuragi-katakana,katsuragi,34.4883333333,135.703333333,141.0,
nara__nara-kana__nara,nara,nara-kana,nara,34.6733333333,135.836666667,102.1,
nara__needle-kana__hari,nara,needle-kana,hari,34.605,135.951666667,468.0,
nara__shimokitayama-kana__shimokitayama,nara,shimokitayama-kana,shimokitayama,34.0033333333,135.966666667,249.0,
nara__sonji-kana__soni,nara,sonji-kana,soni,34.5216666667,136.158333333,610.0,
nara__takami-katakana__takami____2009-11-20,nara,takami-katakana,takami,34.4233333333,136.071666667,830.0,2009-11-20
nara__takamiyama-kana__takamiyama____1979-11-01,nara,takamiyama-kana,takamiyama,34.4266666667,136.085,1190.0,1979-11-01
nara__tamakiyama-kana__tamakiyama,nara,tamakiyama-kana,tamakiyama,33.9266666667,135.83,1077.0,
nara__tawaramoto-kana__tawaramoto,nara,tawaramoto-kana,tawaramoto,34.555,135.785,50.0,
nara__tenjitsu-kana__tenztsi____2009-11-20,nara,tenjitsu-kana,tenztsi,34.2266666667,135.728333333,897.0,2009-11-20
nara__tenkawa-kana__tenkawa,nara,tenkawa-kana,tenkawa,34.27,135.883333333,840.0,
nara__tsubasaka-kana__tsubosaka____1990-01-01,nara,tsubasaka-kana,tsubosaka,34.4233333333,135.81,360.0,1990-01-01
nara__ueno-area-kana__wenogi____1980-10-31,nara,ueno-area-kana,wenogi,34.0966666667,135.771666667,140.0,1980-10-31
nara__yamagami-kakeakana__sangyo-gutake____2010-03-25,nara,yamagami-kakeakana,sangyo-gutake,34.265,135.931666667,1485.0,2010-03-25
